ref,family,campaign_title,send_date,send_time,campaign_id,item_id,expanded_image
E28,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop Tips) 09:30 - Image PN",2026-08-05,09:30,~1h2ceaj,88d2e9f4-a09f-47bc-a88a-745e02f1c443,https://images.kiranaclub.ai/widget3/July/28/c41ab18e-4729-4d2b-af60-5406fdb974ca/1785232236412.webp
E29,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop Tips) 20:30 - Image PN",2026-08-06,20:30,20hnnqo,7cbabfdb-d600-435a-99d7-b87f028c2753,https://images.kiranaclub.ai/widget3/July/28/aacc36a6-6ea3-475f-83b8-b3bd93eded80/1785236644861.webp
E30,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop Rakshabandhan Tips) 09:30 - Image PN",2026-08-06,09:30,g29s8s,987db043-5d75-44f9-a1d7-9b17c27b2fc7,https://images.kiranaclub.ai/widget3/July/28/34ec50f0-c599-41e8-ac2b-0545f24ad180/1785235257782.webp
E31,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop/Scheme/FMCG) 20:30 - Image PN",2026-08-07,20:30,16kihae,79efd556-f80a-40a5-8d92-da0743056792,https://images.kiranaclub.ai/widget3/July/30/6feb61ed-bca4-4412-9a66-5636bb40adec/1785394566631.webp
E32,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop Tips) 09:30 - Image PN",2026-08-08,09:30,1q9r6c0,633e6aca-674b-4ed9-9810-7de01cb3dbca,https://images.kiranaclub.ai/widget3/July/30/2c5d222e-e793-4050-8e79-94e9ffee48ac/1785392148076.webp
E33,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop Tips) 20:30 - Image PN",2026-08-09,20:30,~2e7e9cr,148efced-952f-4c0d-8a5b-6c2829038005,https://images.kiranaclub.ai/widget3/July/30/18d61313-6fad-4f52-8e6c-f3bb2f61ece2/1785440828597.webp
E34,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop/Scheme/FMCG) 09:30 - Image PN",2026-08-09,09:30,2k73crs,90211aaa-06bb-40d4-b894-7f542c271d42,https://images.kiranaclub.ai/widget3/July/30/45874d8b-832d-490e-a591-b0edada8551e/1785439097260.webp
E35,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop/Scheme/FMCG) 20:30 - Image PN",2026-08-10,20:30,~1h2ceap,3dd0aeda-2a99-4a44-854f-3616a2fdc0ad,https://images.kiranaclub.ai/widget3/July/30/049c9dc8-9db8-499b-a1e1-16585b2d04b3/1785441581675.webp
E36,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop Tips) 09:30 - Image PN",2026-08-11,09:30,1d7bnah,f20f2d41-1f65-49e3-b66c-fd95bdd4f933,https://images.kiranaclub.ai/widget3/July/30/5e4108f8-9fe1-4e58-b45d-53ee953bf8d6/1785443117762.webp
E37,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop Tips) 20:30 - Image PN",2026-08-12,20:30,~27kl3cd,3954d8fa-62f0-4fc2-8e3b-4f01bc9047e4,https://images.kiranaclub.ai/widget3/July/30/a58a4531-3398-424d-9aec-afacfc2dc1d9/1785445741209.webp
E38,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop/Scheme/FMCG) 09:30 - Image PN",2026-08-12,09:30,~24coeqk,0b255a10-8c66-4081-acea-ef51df5c3e7b,https://images.kiranaclub.ai/widget3/July/30/d7313126-b7d3-439b-b463-b8f64172c27a/1785443814108.webp
E39,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop/Scheme/FMCG) 20:30 - Image PN",2026-08-13,20:30,274h0qp,4f11cb0f-c0f0-4652-9625-ae01e45d49cf,https://images.kiranaclub.ai/widget3/July/30/d1282db0-fa8f-42af-992b-6da853818bd3/1785446675813.webp
E40,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop Tips) 09:30 - Image PN",2026-08-14,09:30,23pkcc3,505e0b10-8922-413b-8851-a0c918501b32,https://images.kiranaclub.ai/widget3/July/30/375e5964-67c5-48dc-a833-84bbfd69b063/1785448521661.webp
E41,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop/Scheme/FMCG) 20:30 - Image PN",2026-08-15,20:30,~2ashkr7,229155ae-12b5-4b42-a7b9-7b3f1fe2cbf6,https://images.kiranaclub.ai/widget3/July/27/5994b9ed-89a7-4f7a-a5f4-98d6192d61e9/1785156000911.webp
E42,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop Tips -  August - September) 09:30 - Image PN",2026-08-15,09:30,~2e7e9d0,a5f9500c-12ed-4ba5-aa73-e76fc9acec70,https://images.kiranaclub.ai/widget3/July/9/fcac0ea2-f9a4-4da8-bcb3-93848de3d685/1783579503274.webp
E43,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop Tips) 09:30 - Image PN",2026-08-16,09:30,~3ekcm0o,7ce8f55a-114e-40ed-b33c-9d0dd03a7992,https://images.kiranaclub.ai/widget3/July/17/bad5d51a-b00e-4518-becd-a26a3ecde2e1/1784293890481.webp
E44,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop/Scheme/FMCG) 20:30 - Image PN",2026-08-17,20:30,~a2komi,e75ead4c-1143-4aff-aabc-27466c9b0c0a,https://images.kiranaclub.ai/widget3/July/27/6822e7f3-5551-47bf-b337-eb394199c222/1785157067790.webp
E45,"DAU Sticky (Image PN, Shop Tips / Shop-Scheme-FMCG)","DAU Sticky (Image PN, Shop Tips) 09:30 - Image PN",2026-08-18,09:30,~8217a,fde66b52-bcfb-4b82-a1ec-0d82369acbd4,https://images.kiranaclub.ai/widget3/July/17/a28b417b-48bc-458e-bf02-c998257232df/1784294431123.webp
Y01,Youtube Videos Image (Shop Tips - Duo Image),Youtube Videos Image (Shop Tips - Duo Image) 13:30,2026-08-07,13:30,~1h2cej5,592e2331-7af9-4384-bebf-669f21961fdd,https://images.kiranaclub.ai/widget3/August/5/bfebbaa8-137c-4772-8485-a1b383db4006/1785936307405.webp
Y02,Youtube Videos Image (Shop Tips - Duo Image),Youtube Videos Image (Shop Tips - Duo Image) 13:30,2026-08-08,13:30,~13sq2i4,db5663e0-c2ed-450b-98e7-71ecfb28f55d,https://images.kiranaclub.ai/widget3/August/6/9b17b605-50a1-4a37-8633-9b1a36846eb6/1785997782946.webp
Y03,Youtube Videos Image (Shop Tips - Duo Image),Youtube Videos Image (Shop Tips August Month Tips - Duo Image) 13:30,2026-08-09,13:30,~384jg8g,a1d5081b-1fb1-4e79-8df3-dc469d1b8be0,https://images.kiranaclub.ai/widget3/August/5/caf3c28d-a941-45f2-8c96-e28c45b2d49a/1785934538652.webp
Y04,Youtube Videos Image (Shop Tips - Duo Image),Youtube Videos Image (Shop Tips - Duo Image) 13:30,2026-08-10,13:30,~2ra0lm8,da3e7b21-eff3-4412-a458-d7ca3ad060b4,https://images.kiranaclub.ai/widget3/August/6/57b28d57-c4e3-48ba-b1ff-e141051ba57f/1785998207062.webp
Y05,Youtube Videos Image (Shop Tips - Duo Image),Youtube Videos Image (Shop Tips - Duo Image) 13:30,2026-08-11,13:30,23pkc3p,272d6f1d-a25a-49a1-a66f-fe32dd86a05e,https://images.kiranaclub.ai/widget3/August/6/c0c86554-be5b-45c5-8b09-15d467883181/1786001084026.webp
Y06,Youtube Videos Image (Shop Tips - Duo Image),Youtube Videos Image (Shop Tips - Duo Image) 13:30,2026-08-12,13:30,23pkbp6,005dc7e3-35b8-4603-84e5-546c68bdd5b0,https://images.kiranaclub.ai/widget3/August/6/a75fc7e7-fe9a-4505-9f6b-6204a2b02542/1786002519457.webp
Y07,Youtube Videos Image (Shop Tips - Duo Image),Youtube Videos Image (Shop Tips - Duo Image) 13:30,2026-08-13,13:30,~214rqrp,2e8369bc-054c-4750-9c98-21eb57939845,https://images.kiranaclub.ai/widget3/August/6/2dcee287-77ca-4a46-9113-be4a85a34109/1786003013412.webp
Y08,Youtube Videos Image (Shop Tips - Duo Image),Youtube Videos Image (Shop Tips - Duo Image) 13:30,2026-08-14,13:30,~24cofdi,e7d9ef5b-bbb7-4fb6-bc4c-8d71bc9baaa9,https://images.kiranaclub.ai/widget3/August/6/16366d4f-fb08-4b59-8548-663f6d5f3083/1786004125822.webp
